codepoint,character,character_name
U+1EB7,ặ,LATIN SMALL LETTER A WITH BREVE AND DOT BELOW
U+1EB8,Ẹ,LATIN CAPITAL LETTER E WITH DOT BELOW
U+1EB9,ẹ,LATIN SMALL LETTER E WITH DOT BELOW
U+1EBA,Ẻ,LATIN CAPITAL LETTER E WITH HOOK ABOVE
U+1EBB,ẻ,LATIN SMALL LETTER E WITH HOOK ABOVE
U+1EBC,Ẽ,LATIN CAPITAL LETTER E WITH TILDE
U+1EBD,ẽ,LATIN SMALL LETTER E WITH TILDE
U+1EBE,Ế,LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND ACUTE
U+1EBF,ế,LATIN SMALL LETTER E WITH CIRCUMFLEX AND ACUTE
U+1EC0,Ề,LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND GRAVE
U+1EC1,ề,LATIN SMALL LETTER E WITH CIRCUMFLEX AND GRAVE
U+1EC2,Ể,LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND HOOK ABOVE
U+1EC3,ể,LATIN SMALL LETTER E WITH CIRCUMFLEX AND HOOK ABOVE
U+1EC4,Ễ,LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND TILDE
U+1EC5,ễ,LATIN SMALL LETTER E WITH CIRCUMFLEX AND TILDE
U+1EC6,Ệ,LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND DOT BELOW
U+1EC7,ệ,LATIN SMALL LETTER E WITH CIRCUMFLEX AND DOT BELOW
U+1EC8,Ỉ,LATIN CAPITAL LETTER I WITH HOOK ABOVE
U+1EC9,ỉ,LATIN SMALL LETTER I WITH HOOK ABOVE
U+1ECA,Ị,LATIN CAPITAL LETTER I WITH DOT BELOW
U+1ECB,ị,LATIN SMALL LETTER I WITH DOT BELOW
U+1ECC,Ọ,LATIN CAPITAL LETTER O WITH DOT BELOW
U+1ECD,ọ,LATIN SMALL LETTER O WITH DOT BELOW
U+1ECE,Ỏ,LATIN CAPITAL LETTER O WITH HOOK ABOVE
U+1ECF,ỏ,LATIN SMALL LETTER O WITH HOOK ABOVE
U+1ED0,Ố,LATIN CAPITAL LETTER O WITH CIRCUMFLEX AND ACUTE
U+1ED1,ố,LATIN SMALL LETTER O WITH CIRCUMFLEX AND ACUTE
U+1ED2,Ồ,LATIN CAPITAL LETTER O WITH CIRCUMFLEX AND GRAVE
U+1ED3,ồ,LATIN SMALL LETTER O WITH CIRCUMFLEX AND GRAVE
U+1ED4,Ổ,LATIN CAPITAL LETTER O WITH CIRCUMFLEX AND HOOK ABOVE
U+1ED5,ổ,LATIN SMALL LETTER O WITH CIRCUMFLEX AND HOOK ABOVE
U+1ED6,Ỗ,LATIN CAPITAL LETTER O WITH CIRCUMFLEX AND TILDE
U+1ED7,ỗ,LATIN SMALL LETTER O WITH CIRCUMFLEX AND TILDE
U+1ED8,Ộ,LATIN CAPITAL LETTER O WITH CIRCUMFLEX AND DOT BELOW
U+1ED9,ộ,LATIN SMALL LETTER O WITH CIRCUMFLEX AND DOT BELOW
U+1EDA,Ớ,LATIN CAPITAL LETTER O WITH HORN AND ACUTE
U+1EDB,ớ,LATIN SMALL LETTER O WITH HORN AND ACUTE
U+1EDC,Ờ,LATIN CAPITAL LETTER O WITH HORN AND GRAVE
U+1EDD,ờ,LATIN SMALL LETTER O WITH HORN AND GRAVE
U+1EDE,Ở,LATIN CAPITAL LETTER O WITH HORN AND HOOK ABOVE
U+1EDF,ở,LATIN SMALL LETTER O WITH HORN AND HOOK ABOVE
U+1EE0,Ỡ,LATIN CAPITAL LETTER O WITH HORN AND TILDE
U+1EE1,ỡ,LATIN SMALL LETTER O WITH HORN AND TILDE
U+1EE2,Ợ,LATIN CAPITAL LETTER O WITH HORN AND DOT BELOW
U+1EE3,ợ,LATIN SMALL LETTER O WITH HORN AND DOT BELOW
U+1EE4,Ụ,LATIN CAPITAL LETTER U WITH DOT BELOW
U+1EE5,ụ,LATIN SMALL LETTER U WITH DOT BELOW
U+1EE6,Ủ,LATIN CAPITAL LETTER U WITH HOOK ABOVE
U+1EE7,ủ,LATIN SMALL LETTER U WITH HOOK ABOVE
U+1EE8,Ứ,LATIN CAPITAL LETTER U WITH HORN AND ACUTE
U+1EE9,ứ,LATIN SMALL LETTER U WITH HORN AND ACUTE
U+1EEA,Ừ,LATIN CAPITAL LETTER U WITH HORN AND GRAVE
U+1EEB,ừ,LATIN SMALL LETTER U WITH HORN AND GRAVE
U+1EEC,Ử,LATIN CAPITAL LETTER U WITH HORN AND HOOK ABOVE
U+1EED,ử,LATIN SMALL LETTER U WITH HORN AND HOOK ABOVE
U+1EEE,Ữ,LATIN CAPITAL LETTER U WITH HORN AND TILDE
U+1EEF,ữ,LATIN SMALL LETTER U WITH HORN AND TILDE
U+1EF0,Ự,LATIN CAPITAL LETTER U WITH HORN AND DOT BELOW
U+1EF1,ự,LATIN SMALL LETTER U WITH HORN AND DOT BELOW
U+1EF2,Ỳ,LATIN CAPITAL LETTER Y WITH GRAVE
U+1EF3,ỳ,LATIN SMALL LETTER Y WITH GRAVE
U+1EF4,Ỵ,LATIN CAPITAL LETTER Y WITH DOT BELOW
U+1EF5,ỵ,LATIN SMALL LETTER Y WITH DOT BELOW
U+1EF6,Ỷ,LATIN CAPITAL LETTER Y WITH HOOK ABOVE
U+1EF7,ỷ,LATIN SMALL LETTER Y WITH HOOK ABOVE
U+1EF8,Ỹ,LATIN CAPITAL LETTER Y WITH TILDE
U+1EF9,ỹ,LATIN SMALL LETTER Y WITH TILDE
U+1EFA,Ỻ,LATIN CAPITAL LETTER MIDDLE-WELSH LL
U+1EFB,ỻ,LATIN SMALL LETTER MIDDLE-WELSH LL
U+1EFC,Ỽ,LATIN CAPITAL LETTER MIDDLE-WELSH V
U+1EFD,ỽ,LATIN SMALL LETTER MIDDLE-WELSH V
U+1EFE,Ỿ,LATIN CAPITAL LETTER Y WITH LOOP
U+1EFF,ỿ,LATIN SMALL LETTER Y WITH LOOP
U+1F00,ἀ,GREEK SMALL LETTER ALPHA WITH PSILI
U+1F01,ἁ,GREEK SMALL LETTER ALPHA WITH DASIA
U+1F02,ἂ,GREEK SMALL LETTER ALPHA WITH PSILI AND VARIA
U+1F03,ἃ,GREEK SMALL LETTER ALPHA WITH DASIA AND VARIA
U+1F04,ἄ,GREEK SMALL LETTER ALPHA WITH PSILI AND OXIA
U+1F05,ἅ,GREEK SMALL LETTER ALPHA WITH DASIA AND OXIA
U+1F06,ἆ,GREEK SMALL LETTER ALPHA WITH PSILI AND PERISPOMENI
U+1F07,ἇ,GREEK SMALL LETTER ALPHA WITH DASIA AND PERISPOMENI
U+1F08,Ἀ,GREEK CAPITAL LETTER ALPHA WITH PSILI
U+1F09,Ἁ,GREEK CAPITAL LETTER ALPHA WITH DASIA
U+1F0A,Ἂ,GREEK CAPITAL LETTER ALPHA WITH PSILI AND VARIA
U+1F0B,Ἃ,GREEK CAPITAL LETTER ALPHA WITH DASIA AND VARIA
U+1F0C,Ἄ,GREEK CAPITAL LETTER ALPHA WITH PSILI AND OXIA
U+1F0D,Ἅ,GREEK CAPITAL LETTER ALPHA WITH DASIA AND OXIA
U+1F0E,Ἆ,GREEK CAPITAL LETTER ALPHA WITH PSILI AND PERISPOMENI
U+1F0F,Ἇ,GREEK CAPITAL LETTER ALPHA WITH DASIA AND PERISPOMENI
U+1F10,ἐ,GREEK SMALL LETTER EPSILON WITH PSILI
U+1F11,ἑ,GREEK SMALL LETTER EPSILON WITH DASIA
U+1F12,ἒ,GREEK SMALL LETTER EPSILON WITH PSILI AND VARIA
U+1F13,ἓ,GREEK SMALL LETTER EPSILON WITH DASIA AND VARIA
U+1F14,ἔ,GREEK SMALL LETTER EPSILON WITH PSILI AND OXIA
U+1F15,ἕ,GREEK SMALL LETTER EPSILON WITH DASIA AND OXIA
U+1F18,Ἐ,GREEK CAPITAL LETTER EPSILON WITH PSILI
U+1F19,Ἑ,GREEK CAPITAL LETTER EPSILON WITH DASIA
U+1F1A,Ἒ,GREEK CAPITAL LETTER EPSILON WITH PSILI AND VARIA
U+1F1B,Ἓ,GREEK CAPITAL LETTER EPSILON WITH DASIA AND VARIA
U+1F1C,Ἔ,GREEK CAPITAL LETTER EPSILON WITH PSILI AND OXIA
U+1F1D,Ἕ,GREEK CAPITAL LETTER EPSILON WITH DASIA AND OXIA
U+1F20,ἠ,GREEK SMALL LETTER ETA WITH PSILI
U+1F21,ἡ,GREEK SMALL LETTER ETA WITH DASIA
U+1F22,ἢ,GREEK SMALL LETTER ETA WITH PSILI AND VARIA
U+1F23,ἣ,GREEK SMALL LETTER ETA WITH DASIA AND VARIA
U+1F24,ἤ,GREEK SMALL LETTER ETA WITH PSILI AND OXIA
U+1F25,ἥ,GREEK SMALL LETTER ETA WITH DASIA AND OXIA
U+1F26,ἦ,GREEK SMALL LETTER ETA WITH PSILI AND PERISPOMENI
U+1F27,ἧ,GREEK SMALL LETTER ETA WITH DASIA AND PERISPOMENI
U+1F28,Ἠ,GREEK CAPITAL LETTER ETA WITH PSILI
U+1F29,Ἡ,GREEK CAPITAL LETTER ETA WITH DASIA
U+1F2A,Ἢ,GREEK CAPITAL LETTER ETA WITH PSILI AND VARIA
U+1F2B,Ἣ,GREEK CAPITAL LETTER ETA WITH DASIA AND VARIA
U+1F2C,Ἤ,GREEK CAPITAL LETTER ETA WITH PSILI AND OXIA
U+1F2D,Ἥ,GREEK CAPITAL LETTER ETA WITH DASIA AND OXIA
U+1F2E,Ἦ,GREEK CAPITAL LETTER ETA WITH PSILI AND PERISPOMENI
U+1F2F,Ἧ,GREEK CAPITAL LETTER ETA WITH DASIA AND PERISPOMENI
U+1F30,ἰ,GREEK SMALL LETTER IOTA WITH PSILI
U+1F31,ἱ,GREEK SMALL LETTER IOTA WITH DASIA
U+1F32,ἲ,GREEK SMALL LETTER IOTA WITH PSILI AND VARIA
U+1F33,ἳ,GREEK SMALL LETTER IOTA WITH DASIA AND VARIA
U+1F34,ἴ,GREEK SMALL LETTER IOTA WITH PSILI AND OXIA
U+1F35,ἵ,GREEK SMALL LETTER IOTA WITH DASIA AND OXIA
U+1F36,ἶ,GREEK SMALL LETTER IOTA WITH PSILI AND PERISPOMENI
U+1F37,ἷ,GREEK SMALL LETTER IOTA WITH DASIA AND PERISPOMENI
U+1F38,Ἰ,GREEK CAPITAL LETTER IOTA WITH PSILI
U+1F39,Ἱ,GREEK CAPITAL LETTER IOTA WITH DASIA
U+1F3A,Ἲ,GREEK CAPITAL LETTER IOTA WITH PSILI AND VARIA
U+1F3B,Ἳ,GREEK CAPITAL LETTER IOTA WITH DASIA AND VARIA
U+1F3C,Ἴ,GREEK CAPITAL LETTER IOTA WITH PSILI AND OXIA
U+1F3D,Ἵ,GREEK CAPITAL LETTER IOTA WITH DASIA AND OXIA
U+1F3E,Ἶ,GREEK CAPITAL LETTER IOTA WITH PSILI AND PERISPOMENI
U+1F3F,Ἷ,GREEK CAPITAL LETTER IOTA WITH DASIA AND PERISPOMENI
U+1F40,ὀ,GREEK SMALL LETTER OMICRON WITH PSILI
U+1F41,ὁ,GREEK SMALL LETTER OMICRON WITH DASIA
U+1F42,ὂ,GREEK SMALL LETTER OMICRON WITH PSILI AND VARIA
U+1F43,ὃ,GREEK SMALL LETTER OMICRON WITH DASIA AND VARIA
U+1F44,ὄ,GREEK SMALL LETTER OMICRON WITH PSILI AND OXIA
U+1F45,ὅ,GREEK SMALL LETTER OMICRON WITH DASIA AND OXIA
U+1F48,Ὀ,GREEK CAPITAL LETTER OMICRON WITH PSILI
U+1F49,Ὁ,GREEK CAPITAL LETTER OMICRON WITH DASIA
U+1F4A,Ὂ,GREEK CAPITAL LETTER OMICRON WITH PSILI AND VARIA
U+1F4B,Ὃ,GREEK CAPITAL LETTER OMICRON WITH DASIA AND VARIA
U+1F4C,Ὄ,GREEK CAPITAL LETTER OMICRON WITH PSILI AND OXIA
U+1F4D,Ὅ,GREEK CAPITAL LETTER OMICRON WITH DASIA AND OXIA
U+1F50,ὐ,GREEK SMALL LETTER UPSILON WITH PSILI
U+1F51,ὑ,GREEK SMALL LETTER UPSILON WITH DASIA
U+1F52,ὒ,GREEK SMALL LETTER UPSILON WITH PSILI AND VARIA
U+1F53,ὓ,GREEK SMALL LETTER UPSILON WITH DASIA AND VARIA
U+1F54,ὔ,GREEK SMALL LETTER UPSILON WITH PSILI AND OXIA
U+1F55,ὕ,GREEK SMALL LETTER UPSILON WITH DASIA AND OXIA
U+1F56,ὖ,GREEK SMALL LETTER UPSILON WITH PSILI AND PERISPOMENI
U+1F57,ὗ,GREEK SMALL LETTER UPSILON WITH DASIA AND PERISPOMENI
U+1F59,Ὑ,GREEK CAPITAL LETTER UPSILON WITH DASIA
U+1F5B,Ὓ,GREEK CAPITAL LETTER UPSILON WITH DASIA AND VARIA
U+1F5D,Ὕ,GREEK CAPITAL LETTER UPSILON WITH DASIA AND OXIA
U+1F5F,Ὗ,GREEK CAPITAL LETTER UPSILON WITH DASIA AND PERISPOMENI
U+1F60,ὠ,GREEK SMALL LETTER OMEGA WITH PSILI
U+1F61,ὡ,GREEK SMALL LETTER OMEGA WITH DASIA
U+1F62,ὢ,GREEK SMALL LETTER OMEGA WITH PSILI AND VARIA
U+1F63,ὣ,GREEK SMALL LETTER OMEGA WITH DASIA AND VARIA
U+1F64,ὤ,GREEK SMALL LETTER OMEGA WITH PSILI AND OXIA
U+1F65,ὥ,GREEK SMALL LETTER OMEGA WITH DASIA AND OXIA
U+1F66,ὦ,GREEK SMALL LETTER OMEGA WITH PSILI AND PERISPOMENI
U+1F67,ὧ,GREEK SMALL LETTER OMEGA WITH DASIA AND PERISPOMENI
U+1F68,Ὠ,GREEK CAPITAL LETTER OMEGA WITH PSILI
U+1F69,Ὡ,GREEK CAPITAL LETTER OMEGA WITH DASIA
U+1F6A,Ὢ,GREEK CAPITAL LETTER OMEGA WITH PSILI AND VARIA
U+1F6B,Ὣ,GREEK CAPITAL LETTER OMEGA WITH DASIA AND VARIA
U+1F6C,Ὤ,GREEK CAPITAL LETTER OMEGA WITH PSILI AND OXIA
U+1F6D,Ὥ,GREEK CAPITAL LETTER OMEGA WITH DASIA AND OXIA
U+1F6E,Ὦ,GREEK CAPITAL LETTER OMEGA WITH PSILI AND PERISPOMENI
U+1F6F,Ὧ,GREEK CAPITAL LETTER OMEGA WITH DASIA AND PERISPOMENI
U+1F70,ὰ,GREEK SMALL LETTER ALPHA WITH VARIA
U+1F71,ά,GREEK SMALL LETTER ALPHA WITH OXIA
U+1F72,ὲ,GREEK SMALL LETTER EPSILON WITH VARIA
U+1F73,έ,GREEK SMALL LETTER EPSILON WITH OXIA
U+1F74,ὴ,GREEK SMALL LETTER ETA WITH VARIA
U+1F75,ή,GREEK SMALL LETTER ETA WITH OXIA
U+1F76,ὶ,GREEK SMALL LETTER IOTA WITH VARIA
U+1F77,ί,GREEK SMALL LETTER IOTA WITH OXIA
U+1F78,ὸ,GREEK SMALL LETTER OMICRON WITH VARIA
U+1F79,ό,GREEK SMALL LETTER OMICRON WITH OXIA
U+1F7A,ὺ,GREEK SMALL LETTER UPSILON WITH VARIA
U+1F7B,ύ,GREEK SMALL LETTER UPSILON WITH OXIA
U+1F7C,ὼ,GREEK SMALL LETTER OMEGA WITH VARIA
U+1F7D,ώ,GREEK SMALL LETTER OMEGA WITH OXIA
U+1F80,ᾀ,GREEK SMALL LETTER ALPHA WITH PSILI AND YPOGEGRAMMENI
U+1F81,ᾁ,GREEK SMALL LETTER ALPHA WITH DASIA AND YPOGEGRAMMENI
U+1F82,ᾂ,GREEK SMALL LETTER ALPHA WITH PSILI AND VARIA AND YPOGEGRAMMENI
U+1F83,ᾃ,GREEK SMALL LETTER ALPHA WITH DASIA AND VARIA AND YPOGEGRAMMENI
U+1F84,ᾄ,GREEK SMALL LETTER ALPHA WITH PSILI AND OXIA AND YPOGEGRAMMENI
U+1F85,ᾅ,GREEK SMALL LETTER ALPHA WITH DASIA AND OXIA AND YPOGEGRAMMENI
U+1F86,ᾆ,GREEK SMALL LETTER ALPHA WITH PSILI AND PERISPOMENI AND YPOGEGRAMMENI
U+1F87,ᾇ,GREEK SMALL LETTER ALPHA WITH DASIA AND PERISPOMENI AND YPOGEGRAMMENI
U+1F88,ᾈ,GREEK CAPITAL LETTER ALPHA WITH PSILI AND PROSGEGRAMMENI
U+1F89,ᾉ,GREEK CAPITAL LETTER ALPHA WITH DASIA AND PROSGEGRAMMENI
U+1F8A,ᾊ,GREEK CAPITAL LETTER ALPHA WITH PSILI AND VARIA AND PROSGEGRAMMENI
U+1F8B,ᾋ,GREEK CAPITAL LETTER ALPHA WITH DASIA AND VARIA AND PROSGEGRAMMENI
U+1F8C,ᾌ,GREEK CAPITAL LETTER ALPHA WITH PSILI AND OXIA AND PROSGEGRAMMENI
U+1F8D,ᾍ,GREEK CAPITAL LETTER ALPHA WITH DASIA AND OXIA AND PROSGEGRAMMENI
U+1F8E,ᾎ,GREEK CAPITAL LETTER ALPHA WITH PSILI AND PERISPOMENI AND PROSGEGRAMMENI
U+1F8F,ᾏ,GREEK CAPITAL LETTER ALPHA WITH DASIA AND PERISPOMENI AND PROSGEGRAMMENI
U+1F90,ᾐ,GREEK SMALL LETTER ETA WITH PSILI AND YPOGEGRAMMENI
U+1F91,ᾑ,GREEK SMALL LETTER ETA WITH DASIA AND YPOGEGRAMMENI
U+1F92,ᾒ,GREEK SMALL LETTER ETA WITH PSILI AND VARIA AND YPOGEGRAMMENI
U+1F93,ᾓ,GREEK SMALL LETTER ETA WITH DASIA AND VARIA AND YPOGEGRAMMENI
U+1F94,ᾔ,GREEK SMALL LETTER ETA WITH PSILI AND OXIA AND YPOGEGRAMMENI
U+1F95,ᾕ,GREEK SMALL LETTER ETA WITH DASIA AND OXIA AND YPOGEGRAMMENI
U+1F96,ᾖ,GREEK SMALL LETTER ETA WITH PSILI AND PERISPOMENI AND YPOGEGRAMMENI
U+1F97,ᾗ,GREEK SMALL LETTER ETA WITH DASIA AND PERISPOMENI AND YPOGEGRAMMENI
U+1F98,ᾘ,GREEK CAPITAL LETTER ETA WITH PSILI AND PROSGEGRAMMENI
U+1F99,ᾙ,GREEK CAPITAL LETTER ETA WITH DASIA AND PROSGEGRAMMENI
U+1F9A,ᾚ,GREEK CAPITAL LETTER ETA WITH PSILI AND VARIA AND PROSGEGRAMMENI
U+1F9B,ᾛ,GREEK CAPITAL LETTER ETA WITH DASIA AND VARIA AND PROSGEGRAMMENI
U+1F9C,ᾜ,GREEK CAPITAL LETTER ETA WITH PSILI AND OXIA AND PROSGEGRAMMENI
U+1F9D,ᾝ,GREEK CAPITAL LETTER ETA WITH DASIA AND OXIA AND PROSGEGRAMMENI
U+1F9E,ᾞ,GREEK CAPITAL LETTER ETA WITH PSILI AND PERISPOMENI AND PROSGEGRAMMENI
U+1F9F,ᾟ,GREEK CAPITAL LETTER ETA WITH DASIA AND PERISPOMENI AND PROSGEGRAMMENI
U+1FA0,ᾠ,GREEK SMALL LETTER OMEGA WITH PSILI AND YPOGEGRAMMENI
U+1FA1,ᾡ,GREEK SMALL LETTER OMEGA WITH DASIA AND YPOGEGRAMMENI
U+1FA2,ᾢ,GREEK SMALL LETTER OMEGA WITH PSILI AND VARIA AND YPOGEGRAMMENI
U+1FA3,ᾣ,GREEK SMALL LETTER OMEGA WITH DASIA AND VARIA AND YPOGEGRAMMENI
U+1FA4,ᾤ,GREEK SMALL LETTER OMEGA WITH PSILI AND OXIA AND YPOGEGRAMMENI
U+1FA5,ᾥ,GREEK SMALL LETTER OMEGA WITH DASIA AND OXIA AND YPOGEGRAMMENI
U+1FA6,ᾦ,GREEK SMALL LETTER OMEGA WITH PSILI AND PERISPOMENI AND YPOGEGRAMMENI
U+1FA7,ᾧ,GREEK SMALL LETTER OMEGA WITH DASIA AND PERISPOMENI AND YPOGEGRAMMENI
U+1FA8,ᾨ,GREEK CAPITAL LETTER OMEGA WITH PSILI AND PROSGEGRAMMENI
U+1FA9,ᾩ,GREEK CAPITAL LETTER OMEGA WITH DASIA AND PROSGEGRAMMENI
U+1FAA,ᾪ,GREEK CAPITAL LETTER OMEGA WITH PSILI AND VARIA AND PROSGEGRAMMENI
U+1FAB,ᾫ,GREEK CAPITAL LETTER OMEGA WITH DASIA AND VARIA AND PROSGEGRAMMENI
U+1FAC,ᾬ,GREEK CAPITAL LETTER OMEGA WITH PSILI AND OXIA AND PROSGEGRAMMENI
U+1FAD,ᾭ,GREEK CAPITAL LETTER OMEGA WITH DASIA AND OXIA AND PROSGEGRAMMENI
U+1FAE,ᾮ,GREEK CAPITAL LETTER OMEGA WITH PSILI AND PERISPOMENI AND PROSGEGRAMMENI
U+1FAF,ᾯ,GREEK CAPITAL LETTER OMEGA WITH DASIA AND PERISPOMENI AND PROSGEGRAMMENI
U+1FB0,ᾰ,GREEK SMALL LETTER ALPHA WITH VRACHY
U+1FB1,ᾱ,GREEK SMALL LETTER ALPHA WITH MACRON
U+1FB2,ᾲ,GREEK SMALL LETTER ALPHA WITH VARIA AND YPOGEGRAMMENI
U+1FB3,ᾳ,GREEK SMALL LETTER ALPHA WITH YPOGEGRAMMENI
U+1FB4,ᾴ,GREEK SMALL LETTER ALPHA WITH OXIA AND YPOGEGRAMMENI
U+1FB6,ᾶ,GREEK SMALL LETTER ALPHA WITH PERISPOMENI
U+1FB7,ᾷ,GREEK SMALL LETTER ALPHA WITH PERISPOMENI AND YPOGEGRAMMENI
U+1FB8,Ᾰ,GREEK CAPITAL LETTER ALPHA WITH VRACHY
U+1FB9,Ᾱ,GREEK CAPITAL LETTER ALPHA WITH MACRON
U+1FBA,Ὰ,GREEK CAPITAL LETTER ALPHA WITH VARIA
U+1FBB,Ά,GREEK CAPITAL LETTER ALPHA WITH OXIA
U+1FBC,ᾼ,GREEK CAPITAL LETTER ALPHA WITH PROSGEGRAMMENI
U+1FBD,᾽,GREEK KORONIS
U+1FBE,ι,GREEK PROSGEGRAMMENI
U+1FBF,᾿,GREEK PSILI
U+1FC0,῀,GREEK PERISPOMENI
U+1FC1,῁,GREEK DIALYTIKA AND PERISPOMENI
U+1FC2,ῂ,GREEK SMALL LETTER ETA WITH VARIA AND YPOGEGRAMMENI
U+1FC3,ῃ,GREEK SMALL LETTER ETA WITH YPOGEGRAMMENI
U+1FC4,ῄ,GREEK SMALL LETTER ETA WITH OXIA AND YPOGEGRAMMENI
U+1FC6,ῆ,GREEK SMALL LETTER ETA WITH PERISPOMENI
U+1FC7,ῇ,GREEK SMALL LETTER ETA WITH PERISPOMENI AND YPOGEGRAMMENI
U+1FC8,Ὲ,GREEK CAPITAL LETTER EPSILON WITH VARIA
U+1FC9,Έ,GREEK CAPITAL LETTER EPSILON WITH OXIA
U+1FCA,Ὴ,GREEK CAPITAL LETTER ETA WITH VARIA
U+1FCB,Ή,GREEK CAPITAL LETTER ETA WITH OXIA
U+1FCC,ῌ,GREEK CAPITAL LETTER ETA WITH PROSGEGRAMMENI
U+1FCD,῍,GREEK PSILI AND VARIA
U+1FCE,῎,GREEK PSILI AND OXIA
U+1FCF,῏,GREEK PSILI AND PERISPOMENI
U+1FD0,ῐ,GREEK SMALL LETTER IOTA WITH VRACHY
U+1FD1,ῑ,GREEK SMALL LETTER IOTA WITH MACRON
U+1FD2,ῒ,GREEK SMALL LETTER IOTA WITH DIALYTIKA AND VARIA
U+1FD3,ΐ,GREEK SMALL LETTER IOTA WITH DIALYTIKA AND OXIA
U+1FD6,ῖ,GREEK SMALL LETTER IOTA WITH PERISPOMENI
U+1FD7,ῗ,GREEK SMALL LETTER IOTA WITH DIALYTIKA AND PERISPOMENI
U+1FD8,Ῐ,GREEK CAPITAL LETTER IOTA WITH VRACHY
U+1FD9,Ῑ,GREEK CAPITAL LETTER IOTA WITH MACRON
U+1FDA,Ὶ,GREEK CAPITAL LETTER IOTA WITH VARIA
U+1FDB,Ί,GREEK CAPITAL LETTER IOTA WITH OXIA
U+1FDD,῝,GREEK DASIA AND VARIA
U+1FDE,῞,GREEK DASIA AND OXIA
U+1FDF,῟,GREEK DASIA AND PERISPOMENI
U+1FE0,ῠ,GREEK SMALL LETTER UPSILON WITH VRACHY
U+1FE1,ῡ,GREEK SMALL LETTER UPSILON WITH MACRON
U+1FE2,ῢ,GREEK SMALL LETTER UPSILON WITH DIALYTIKA AND VARIA
U+1FE3,ΰ,GREEK SMALL LETTER UPSILON WITH DIALYTIKA AND OXIA
U+1FE4,ῤ,GREEK SMALL LETTER RHO WITH PSILI
U+1FE5,ῥ,GREEK SMALL LETTER RHO WITH DASIA
U+1FE6,ῦ,GREEK SMALL LETTER UPSILON WITH PERISPOMENI
U+1FE7,ῧ,GREEK SMALL LETTER UPSILON WITH DIALYTIKA AND PERISPOMENI
U+1FE8,Ῠ,GREEK CAPITAL LETTER UPSILON WITH VRACHY
U+1FE9,Ῡ,GREEK CAPITAL LETTER UPSILON WITH MACRON
U+1FEA,Ὺ,GREEK CAPITAL LETTER UPSILON WITH VARIA
U+1FEB,Ύ,GREEK CAPITAL LETTER UPSILON WITH OXIA
U+1FEC,Ῥ,GREEK CAPITAL LETTER RHO WITH DASIA
U+1FED,῭,GREEK DIALYTIKA AND VARIA
U+1FEE,΅,GREEK DIALYTIKA AND OXIA
U+1FEF,`,GREEK VARIA
U+1FF2,ῲ,GREEK SMALL LETTER OMEGA WITH VARIA AND YPOGEGRAMMENI
U+1FF3,ῳ,GREEK SMALL LETTER OMEGA WITH YPOGEGRAMMENI
U+1FF4,ῴ,GREEK SMALL LETTER OMEGA WITH OXIA AND YPOGEGRAMMENI
U+1FF6,ῶ,GREEK SMALL LETTER OMEGA WITH PERISPOMENI
U+1FF7,ῷ,GREEK SMALL LETTER OMEGA WITH PERISPOMENI AND YPOGEGRAMMENI
U+1FF8,Ὸ,GREEK CAPITAL LETTER OMICRON WITH VARIA
U+1FF9,Ό,GREEK CAPITAL LETTER OMICRON WITH OXIA
U+1FFA,Ὼ,GREEK CAPITAL LETTER OMEGA WITH VARIA
U+1FFB,Ώ,GREEK CAPITAL LETTER OMEGA WITH OXIA
U+1FFC,ῼ,GREEK CAPITAL LETTER OMEGA WITH PROSGEGRAMMENI
U+1FFD,´,GREEK OXIA
U+1FFE,῾,GREEK DASIA
U+2010,‐,HYPHEN
U+2012,‒,FIGURE DASH
U+2013,–,EN DASH
U+2014,—,EM DASH
U+2015,―,HORIZONTAL BAR
U+2016,‖,DOUBLE VERTICAL LINE
U+2017,‗,DOUBLE LOW LINE
U+2018,‘,LEFT SINGLE QUOTATION MARK
U+2019,’,RIGHT SINGLE QUOTATION MARK
U+201A,‚,SINGLE LOW-9 QUOTATION MARK
U+201B,‛,SINGLE HIGH-REVERSED-9 QUOTATION MARK
U+201C,“,LEFT DOUBLE QUOTATION MARK
U+201D,”,RIGHT DOUBLE QUOTATION MARK
U+201E,„,DOUBLE LOW-9 QUOTATION MARK
U+201F,‟,DOUBLE HIGH-REVERSED-9 QUOTATION MARK
U+2020,†,DAGGER
U+2021,‡,DOUBLE DAGGER
U+2022,•,BULLET
U+2024,․,ONE DOT LEADER
U+2026,…,HORIZONTAL ELLIPSIS
U+2030,‰,PER MILLE SIGN
U+2032,′,PRIME
U+2033,″,DOUBLE PRIME
U+2034,‴,TRIPLE PRIME
U+2039,‹,SINGLE LEFT-POINTING ANGLE QUOTATION MARK
U+203A,›,SINGLE RIGHT-POINTING ANGLE QUOTATION MARK
U+203C,‼,DOUBLE EXCLAMATION MARK
U+203D,‽,INTERROBANG
U+203E,‾,OVERLINE
U+2043,⁃,HYPHEN BULLET
U+2044,⁄,FRACTION SLASH
U+205E,⁞,VERTICAL FOUR DOTS
U+2070,⁰,SUPERSCRIPT ZERO
